P370-NNAF,"Last date to upload Video Essay:
expected: Exam date + 1 day For Example : If candidate has appeared for exam on 13th August, then last date to upload Video essay is 14th August.
live: Exam date + 1 day For example, If a candidate has appeared for the exam on 13th August, then last date to upload Video Essay is 14th August 2026.

Slot booking for Interview:
expected: Candidate can opt. for any preferred interview slot within 2-7 days after the declaration of LPUNEST result subject to last date 19th August. For Example: If result is declared on 10th August 2026, Interview can be scheduled on any day between 12th to 17th August 2026.
live: Candidates may choose any available interview slot within 2–7 days after the declaration of the LPUNEST result. For example, if the result is declared on 10th August 2026, the interview may be scheduled on any day from 12th August to 17th August 2026.

Dates of Interview:
expected: 
live: Within 24 working hours

Last Date of Admission:
expected: 20th August 2026
live: 25th August 2026"
P370-NNBF,"Last date to upload Video Essay:
expected: Exam date + 1 day For Example : If candidate has appeared for exam on 13th August, then last date to upload Video essay is 14th August.
live: Exam date + 1 day For example, If a candidate has appeared for the exam on 13th August, then last date to upload Video Essay is 14th August 2026.

Slot booking for Interview:
expected: Candidate can opt. for any preferred interview slot within 2-7 days after the declaration of LPUNEST result subject to last date 19th August. For Example: If result is declared on 10th August 2026, Interview can be scheduled on any day between 12th to 17th August 2026.
live: Candidates may choose any available interview slot within 2–7 days after the declaration of the LPUNEST result. For example, if the result is declared on 10th August 2026, the interview may be scheduled on any day from 12th August to 17th August 2026.

Dates of Interview:
expected: 
live: Within 24 working hours

Last Date of Admission:
expected: 20th August 2026
live: 25th August 2026"
P370-NN7F,"Last date to upload Video Essay:
expected: Exam date + 1 day For Example : If candidate has appeared for exam on 13th August, then last date to upload Video essay is 14th August.
live: Exam date + 1 day For example, If a candidate has appeared for the exam on 13th August, then last date to upload Video Essay is 14th August 2026.

Slot booking for Interview:
expected: Candidate can opt. for any preferred interview slot within 2-7 days after the declaration of LPUNEST result subject to last date 19th August. For Example: If result is declared on 10th August 2026, Interview can be scheduled on any day between 12th to 17th August 2026.
live: Candidates may choose any available interview slot within 2–7 days after the declaration of the LPUNEST result. For example, if the result is declared on 10th August 2026, the interview may be scheduled on any day from 12th August to 17th August 2026.

Dates of Interview:
expected: 
live: Within 24 working hours

Last Date of Admission:
expected: 20th August 2026
live: 25th August 2026"
P370-NN6F,"Last date to upload Video Essay:
expected: Exam date + 1 day For Example : If candidate has appeared for exam on 13th August, then last date to upload Video essay is 14th August.
live: Exam date + 1 day For example, If a candidate has appeared for the exam on 13th August, then last date to upload Video Essay is 14th August 2026.

Slot booking for Interview:
expected: Candidate can opt. for any preferred interview slot within 2-7 days after the declaration of LPUNEST result subject to last date 19th August. For Example: If result is declared on 10th August 2026, Interview can be scheduled on any day between 12th to 17th August 2026.
live: Candidates may choose any available interview slot within 2–7 days after the declaration of the LPUNEST result. For example, if the result is declared on 10th August 2026, the interview may be scheduled on any day from 12th August to 17th August 2026.

Dates of Interview:
expected: 
live: Within 24 working hours

Last Date of Admission:
expected: 20th August 2026
live: 25th August 2026"
P370-NNAB,"Last date to upload Video Essay:
expected: Exam date + 1 day For Example : If candidate has appeared for exam on 13th August, then last date to upload Video essay is 14th August.
live: Exam date + 1 day For example, If a candidate has appeared for the exam on 13th August, then last date to upload Video Essay is 14th August 2026.

Slot booking for Interview:
expected: Candidate can opt. for any preferred interview slot within 2-7 days after the declaration of LPUNEST result subject to last date 19th August. For Example: If result is declared on 10th August 2026, Interview can be scheduled on any day between 12th to 17th August 2026.
live: Candidates may choose any available interview slot within 2–7 days after the declaration of the LPUNEST result. For example, if the result is declared on 10th August 2026, the interview may be scheduled on any day from 12th August to 17th August 2026.

Dates of Interview:
expected: 
live: Within 24 working hours

Last Date of Admission:
expected: 20th August 2026
live: 25th August 2026"
P370-NNZ,"Last date to upload Video Essay:
expected: Exam date + 1 day For Example : If candidate has appeared for exam on 13th August, then last date to upload Video essay is 14th August.
live: Exam date + 1 day For example, If a candidate has appeared for the exam on 13th August, then last date to upload Video Essay is 14th August 2026.

Slot booking for Interview:
expected: Candidate can opt. for any preferred interview slot within 2-7 days after the declaration of LPUNEST result subject to last date 19th August. For Example: If result is declared on 10th August 2026, Interview can be scheduled on any day between 12th to 17th August 2026.
live: Candidates may choose any available interview slot within 2–7 days after the declaration of the LPUNEST result. For example, if the result is declared on 10th August 2026, the interview may be scheduled on any day from 12th August to 17th August 2026.

Dates of Interview:
expected: 
live: Within 24 working hours

Last Date of Admission:
expected: 20th August 2026
live: 25th August 2026"
P362,
P363,
P363-NN-1,
P4AE,
P4BE-NN1,
P375-NN3,"Last date to upload Video Essay:
expected: Exam date + 1 day For Example : If candidate has appeared for exam on 13th August, then last date to upload Video essay is 14th August.
live: Exam date + 1 day For example, If a candidate has appeared for the exam on 13th August, then last date to upload Video Essay is 14th August 2026.

Slot booking for Interview:
expected: Candidate can opt. for any preferred interview slot within 2-7 days after the declaration of LPUNEST result subject to last date 19th August. For Example: If result is declared on 10th August 2026, Interview can be scheduled on any day between 12th to 17th August 2026.
live: Candidates may choose any available interview slot within 2–7 days after the declaration of the LPUNEST result. For example, if the result is declared on 10th August 2026, the interview may be scheduled on any day from 12th August to 17th August 2026.

Dates of Interview:
expected: 
live: Within 24 working hours

Last Date of Admission:
expected: 20th August 2026
live: 25th August 2026"
P762-NNJ,
P772-NN1,
P762-NNM,
P762-NNF,
P762-NNP,
P762-NNL,
P471,
P764,
P767,
P472,
P466,
P46A,
P46C,
P46G-NN2A,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 21st October 2025 onwards*

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 10th December 2025

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 25th March 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 20th January 2026 onwards

Display of Result:
expected: Within 3 working days
live: 20th April 2026

Slot booking for Interview:
expected: Candidate can opt. for any preferred interview slot within 2-7 days after the declaration of LPUNEST result subject to last date 19th August. For Example: If result is declared on 10th August 2026, Interview can be scheduled on any day between 12th to 17th August 2026.
live: 3rd April to 6th April 2026

Dates of Interview:
expected: 
live: 9th April to 19th April 2026

Result for Interview:
expected: Within 24 working hours
live: 20th April 2026

Last Date of Admission:
expected: 20th August 2026
live: 25th April 2026"
P46A-NN5,
P46A-NN2,
P467,
P46K,
P468,
P46I-NN1,
P469-NN1,
P463,
P4AB,
P4BB,
P465,
P464,
P6A1,"Last Date of Admission:
expected: 20th August 2026
live: 31st August 2026"
P661,"Last Date of Admission:
expected: 20th August 2026
live: 31st August 2026"
P6A2,
P6B2,
P172,
P172-YNQ,
P17X,
P17AC,
P17AD,
P17E,
P17N,
P17R,
P17F,
P175-NNA,
P17J,
P17Q,
P171,
P171-Y,
P164-NN1,
P164-HN8,
P164-HN7,
P164-HN9,
P163,
P16AJ,
P26B-NN1,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 31st July 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 24 working hours of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 31st July 2026"
P26B-NN2,
P26B-NN3,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 31st July 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 24 working hours of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 31st July 2026"
P26B-NN5,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 31st July 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 24 working hours of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 31st July 2026"
P26B-NN6,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 31st July 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 24 working hours of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 31st July 2026"
P26E,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 31st July 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 24 working hours of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 31st July 2026"
P26C,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 31st July 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 24 working hours of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 31st July 2026"
P26F-NN1,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 31st July 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 24 working hours of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 31st July 2026"
P264,
P265-NN1,
P260-H,
P263-H,
P26G,
P26G-NN1,
P262-H,
P268-H,
P266-H,
P269,
P269-NN-1,
P26J,
P570-NN1-D,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 15th July 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 4 working days of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 20th July 2026"
P570-NN2-D,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 15th July 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 4 working days of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 20th July 2026"
P570-NNB-D,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 15th July 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 4 working days of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 20th July 2026"
P570-NN3-D,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: At least three days before the examination date For example, a candidate must apply and book a slot on or before 22nd July 2026 to appear for the examination on 25th July 2026.

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 4 working days of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 20th July 2026"
P570-NND-D,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: At least three days before the examination date For example, a candidate must apply and book a slot on or before 22nd July 2026 to appear for the examination on 25th July 2026.

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 4 working days of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 31st July 2026"
P580-NNLA,
P572-NNDA,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 3rd June 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd June 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: At least three days before the examination date For example, a candidate must apply and book a slot before 17th June 2026 to appear for the examination on 20th June 2026.

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th June 2026 onwards

Display of Result:
expected: Within 3 working days
live: Within 24 working hours of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 30th June 2026"
P572-NNEA,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: 31st July 2026

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 24 working hours of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 31st July 2026"
P572-NNFA,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 3rd June 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd June 2026 onwards*

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: At least three days before the examination date For example, a candidate must apply and book a slot before 17th June 2026 to appear for the examination on 20th June 2026.

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th June 2026 onwards

Display of Result:
expected: Within 3 working days
live: Within 24 working hours of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 20th June 2026"
P561-NNM,"Online Registration Starts on:
expected: 1st August 2026 onwards
live: 1st July 2026

Slot Booking for Online Examination:
expected: 1st August 2026 onwards
live: 3rd July 2026 onwards

Last date to apply & book slot:
expected: 15th August 2026 17th August 2026
live: At least three days before the examination date For example, a candidate must apply and book a slot on or before 22nd July 2026 to appear for the examination on 25th July 2026.

Dates of Entrance Examination #:
expected: 4th August onwards
live: 6th July onwards

Display of Result:
expected: Within 3 working days
live: Within 4 working days of appearing for the exam

Last Date of Admission:
expected: 20th August 2026
live: 31st July 2026"
P568,
